headline,category,prediction
NASA Uses Navajo Language To Name Rocks And Other Features Of Mars,SCIENCE,2
New York Assembly Launches Impeachment Probe Into Andrew Cuomo,POLITICS,0
"From 'Doomscrolling' To 'Racialization,' New Dictionary.com Words Encapsulate 2020",ENTERTAINMENT_MEDIA,2
Georgetown Law Professor Fired For 'Abhorrent' Comments About Black Students,US_NEWS,4
Uber Attack Suspect Arrested In Las Vegas; Other Says She'll Surrender,US_NEWS,4
"U.S. Pedestrian Deaths Soar In 'Total Failure' As States Prioritize Vehicle Speed, Traffic Flow",US_NEWS,4
Olympic Committee To Buy Athletes COVID-19 Vaccines From China,WORLD_NEWS,1
Arkansas Teacher Suspended For Making 5-Year-Old Dig Feces From Toilet,US_NEWS,4
Mexican Lawmakers Advance Bill To Legalize Recreational Pot,WORLD_NEWS,4
House Approves Pro-Union Bill Despite Dim Senate Odds,POLITICS,2
House Democrats End Blacklist Against Vendors That Work With Primary Challengers,POLITICS,0
Banned Uber Attacker Says She'll Take Lyft. Then Lyft Bans Her.,US_NEWS,3
U.S. Narrows In On Organized Extremists In Capitol Siege Probe,US_NEWS,4
Los Angeles School District Reaches Deal To Reopen Classes,US_NEWS,4
Thai Prime Minister Sprays Hand Sanitizer At Reporters,WORLD_NEWS,0
Seth Meyers Baffled By Kevin McCarthy's Dramatic Dr. Seuss Reading,ENTERTAINMENT_MEDIA,0
"Uber Passengers Pepper Spray, Cough On Driver In 'Appalling' Attack",US_NEWS,4
"Judge Dismisses Criminal Case Against Breonna Taylor's Boyfriend, Kenneth Walker III",US_NEWS,4
South Dakota Gov. Noem To Sign Ban On Transgender Girls From Female Sports,US_NEWS,4
Palace Silent On Bombshell Accusations From Meghan Markle And Prince Harry,WORLD_NEWS,3
CDC Releases New Guidelines For Fully Vaccinated Americans,US_NEWS,1
Cop Pepper Sprays Black Mom With Toddler In Disturbing Bodycam Video,US_NEWS,4
"College Student Dies, Fraternity Suspended After Alleged Hazing",US_NEWS,4
Jury Selection On Pause For Trial Of Ex-Cop Charged In George Floyd's Death,US_NEWS,4
New York Senate's Top Democrat Calls For Cuomo To Resign,POLITICS,0
"On Bloody Sunday Anniversary, Biden Signs Executive Order To Promote Voting Rights",POLITICS,0
French Billionaire Politician Olivier Dassault Killed In Helicopter Crash,WORLD_NEWS,4
Queen Elizabeth Calls For Commonwealth Unity Before Harry And Meghan Interview,WORLD_NEWS,3
At Least 5 Killed In Senegal Protests Since Opposition Leader's Arrest,WORLD_NEWS,4
Protesters Gather In Minnesota Ahead Of Trial Of Ex-Officer Charged In George Floyd's Death,US_NEWS,4
Senate Works Through Night On Path To Pass Historic COVID-19 Aid,POLITICS,1
"Dalai Lama Receives 'Very, Very Helpful' COVID-19 Vaccine",WORLD_NEWS,1
Proud Boy Spoke To A Trump White House Staffer Days Before Insurrection: Report,US_NEWS,0
"Pope Francis Holds Historic, Symbolic Meeting With Iraq's Top Shiite Cleric",WORLD_NEWS,4
"California To Reopen Disneyland, Major League Baseball Stadiums And Other Outdoor Venues",US_NEWS,2
"Prosecutors To Drop Charges Against Kenneth Walker, Breonna Taylor's Boyfriend",US_NEWS,4
YouTube Will Lift Ban On Trump Channel When Risk Of Violence Decreases: CEO,US_NEWS,0
Capitol Police Request That National Guard Extend Stay In Washington By 60 Days,POLITICS,4
Pope Arrives In Iraq To Rally Christians Despite Pandemic,WORLD_NEWS,1
"Officers Maced, Trampled: Docs Expose Depth Of Jan. 6 Chaos",US_NEWS,4
John Kerry Laments ‘4 Terribly Lost Years’ Of Climate Change Setbacks Under Trump,POLITICS,0
"Prince Philip Recovering From Surgery For Heart Condition, Palace Says",WORLD_NEWS,2
"UK, 4 Other Regulators To Fast-Track COVID-19 Vaccines Modified For Mutations",WORLD_NEWS,1
California To Give 40% Of Vaccine Doses To Vulnerable Areas,US_NEWS,1
Texas Power Grid CEO Fired After Deadly February Blackouts,US_NEWS,4
UK Resort Chain Created An 'Undesirable Guests' List -- Featuring All Irish Names,WORLD_NEWS,2
"Explosion At Dutch COVID-19 Test Center Appears Intentional, Police Say",WORLD_NEWS,4
CDC Begs States Lifting COVID-19 Restrictions To Not Risk Another Deadly Wave,US_NEWS,1
"Rockets Hit Airbase In Iraq Hosting U.S. Troops, 2 Days Before Pope Visit",WORLD_NEWS,4
13 Dead In California Vehicle Crash,US_NEWS,4
Meghan Markle Seeks $2.1 Million In Costs After Court Privacy Win,WORLD_NEWS,3
Nigerian Governor Says 279 Kidnapped Schoolgirls Are Freed,WORLD_NEWS,4
"Vernon Jordan, Civil Rights Activist And Lawyer, Dies At Age 85",US_NEWS,4
Catholics Urged To Shun Johnson & Johnson Vaccine Over Abortion Link,US_NEWS,1
"France's Nicolas Sarkozy Convicted Of Corruption, Sentenced To Jail",WORLD_NEWS,4
China Tries To Discredit Female Uighur Witnesses By Releasing Private Sexual Health Data,WORLD_NEWS,4
Minneapolis Nixes Plan To Hire 'Social Media Influencers' During Derek Chauvin Trial,US_NEWS,0
Texas Electricity Firm Files For Bankruptcy Citing $1.8 Billion Grid Operator Bill,US_NEWS,4
Fraud Overwhelms Pandemic-Related Unemployment Programs,US_NEWS,1
"Defying Deadly Crackdown, Crowds Again Protest Myanmar Coup",WORLD_NEWS,4
Dozens Of Leading Hong Kong Pro-Democracy Campaigners Charged With Subversion,WORLD_NEWS,4
CDC Panel Endorses Third Vaccine Option From Johnson & Johnson,US_NEWS,1
2nd Former Aide Accuses Cuomo Of Sexual Harassment,US_NEWS,0
Doctor Performing Surgery Tells Judge To 'Go Right Ahead' During Video Traffic Court,US_NEWS,4
At Least 11 Dead On Bloodiest Day Of Myanmar Protests Against Coup,WORLD_NEWS,4
Basketball Officials Probing Complaint That Jeremy Lin Was Called 'Coronavirus' On Court,SPORTS,1
Monarch Butterfly Population In Mexico Drops By More Than A Quarter,ENVIRONMENT,2
Hundreds Of Cows Have Been Trapped At Sea In 'Hellish' Conditions For 2 Months,WORLD_NEWS,2
Zookeeper Dies After Being Struck By Elephant's Trunk,WORLD_NEWS,4
10 Death Row Inmates In Oklahoma Could Get New Trials,US_NEWS,4
Lady Gaga’s Dogs Recovered Safely,US_NEWS,3
"Pfizer COVID-19 Vaccine Reduces Transmission After 1 Dose, Study Finds",WORLD_NEWS,1
American Airlines Pilot Reports Mysterious 'Cylindrical Object' Over Aircraft In New Mexico,US_NEWS,4
CDC Urges Stricter Gym Precautions After COVID-19 Outbreaks Linked To Facilities,US_NEWS,1
'It Didn’t Hurt At All': Queen Urges Vaccine-Hesitant People To Get COVID-19 Shot,WORLD_NEWS,1
How The U.S. Is Killing Off The Death Penalty,POLITICS,4
"U.S. Carries Out Airstrike Against Iranian-Backed Militia Target In Syria, Officials Say",WORLD_NEWS,4
More Than 1.3 Million Texans Still Facing Issues With Water Supply,US_NEWS,4
"Backlogged Cases Push California COVID-19 Deaths Past 50,000",US_NEWS,1
Prince Harry And Meghan Markle Support Completion Of Relief Center,WORLD_NEWS,3
Ahmaud Arbery's Mom Reflects On 'Imagining' The Rest Of Her Life Without Her Son,US_NEWS,4
LA Sheriff Says Tiger Woods Crash ‘Purely An Accident’,US_NEWS,4
Parachute For Mars Rover Mars Contains A Secret Message,SCIENCE,2
"Italian Graveyard Crumbles Off Cliff, Sending 200 Coffins Into Sea",WORLD_NEWS,2
Last Statue Of Former Dictator Francisco Franco Removed In 'Historic Day' For Spain,WORLD_NEWS,4
"Johnson & Johnson's One-Shot COVID-19 Vaccine Effective, Safe: FDA Staff",US_NEWS,1
Prison Riots In Ecuador Leave Dozens Dead,WORLD_NEWS,4
Former Georgia Sen. Perdue Will Not Challenge Raphael Warnock In 2022,POLITICS,0
Tom Holland Reveals How His 'Star Wars' Audition Got [Bleeped] Up,ENTERTAINMENT_MEDIA,3
Prince William Gives Update On Hospitalized Grandfather Prince Philip,WORLD_NEWS,3
5 Board Members Of Texas' Power Grid Operator To Resign After Grid Collapse,US_NEWS,4
Protester Sues City Of Buffalo After He Cracked His Skull When Police Shoved Him,US_NEWS,4
Facebook Says It Will Lift Australian News Ban Soon,WORLD_NEWS,4
Neera Tanden's Confirmation To OMB Hanging By A Thread,POLITICS,0
"White Supremacy A 'Transnational Threat,' U.N. Chief Warns",POLITICS,1
Myanmar Protests Grow After Junta Threatens Lethal Force Against Demonstrators,WORLD_NEWS,4
Israel Closes Mediterranean Beaches After Oil Spill Devastates Coast,WORLD_NEWS,4
United Airlines Grounds 24 Boeing 777s After Plane Suffers Engine Failure,US_NEWS,4
United Airlines Investigating Source Of Leaks On Ted Cruz's Cancun Flights,POLITICS,0
"Steve Scalise, No. 2 House Republican, Still Won't Say Election Wasn't Stolen",POLITICS,0
Merrick Garland Vows To Oversee Prosecution Of Capitol Rioters As Attorney General,POLITICS,0
Skateboarding Champion Charged For Hosting Los Angeles Party Amid Pandemic,SPORTS,3
California College Professor On Leave After Berating Student Who Is Hard Of Hearing,US_NEWS,4
Florida Is A Model For Voting. The GOP Wants Change Anyway.,POLITICS,0
Naomi Osaka Beats Jennifer Brady To Win Second Australian Open,SPORTS,2
"Air Force Orders New Review Into Racial, Ethnic Disparities",POLITICS,4
"United Plane Loses Engine Mid-Flight, Scattering Debris In Denver Suburbs",US_NEWS,4
"Bomb Squad Called To Suspicious Bag, Find Adorable Surprise Inside",US_NEWS,3
Southern Cities Hit Hard By Storms Face New Crisis,US_NEWS,4
2 Women Busted For Disguising Themselves As 'Grannies' To Jump COVID-19 Vaccine Line,US_NEWS,1
World Leaders Applaud America's Formal Return To Paris Climate Agreement,WORLD_NEWS,0
"Bitcoin Hits $1 Trillion Market Cap, Soars To Another Record High",WORLD_NEWS,2
"Myanmar Protester Shot By Police Turned 20 In Intensive Care, Then Died",WORLD_NEWS,4
"Some Electricity Restored In Texas, But Water Woes Grow",US_NEWS,4
Legendary Olympic Athlete Takes Over Tokyo Games Following Sexism Backlash,WORLD_NEWS,3
"U.S. Needs To Brace Itself For More Deadly Storms, Experts Say",US_NEWS,1
U.S. Seizes Over 10 Million Fake N95 Masks In COVID-19 Probe,US_NEWS,1
"Biden, Democrats To Unveil Immigration Bill With Faster Pathway To Citizenship",US_NEWS,0
"U.S. Life Expectancy Drops A Year In Pandemic, Most Since WWII",US_NEWS,1
Poorer Countries Are Still Being Left Behind On COVID-19 Vaccinations,WORLD_NEWS,1
COVID-19 Bill Would Scale Up U.S. Ability To Spot Virus Mutations,US_NEWS,1
Prince Philip Admitted To The Hospital As A 'Precautionary Measure',WORLD_NEWS,1
Health Officials Rush To Respond As Ebola Re-Emerges In Africa,WORLD_NEWS,1
Power Outages Linger For Millions As Another Icy Storm Looms,US_NEWS,2
Serena Williams Talks Preparing To Face 'Incredible Opponent' Naomi Osaka,US_NEWS,3
"Carbon Monoxide Poisoning Leaves 2 Dead, Several Hospitalized As Texans Try To Stay Warm",US_NEWS,4
Deadly Winter Storm Leaves More Than 4 Million Without Power,US_NEWS,4
"Overnight Tornado Kills 3, Leaves Trail Of Destruction In North Carolina",US_NEWS,4
Extreme Winter Weather Hits Hard Across U.S.,US_NEWS,1
Girl Wakes Up From Coma That Resulted From Car Crash With Chiefs Coach Britt Reid,US_NEWS,3
Former Tampa Bay Bucs Star Receiver Vincent Jackson Found Dead In Hotel Room,US_NEWS,4
What We Know About The UK’s First COVID-19 Deaths One Year On,WORLD_NEWS,1
More Than 15 Million Have Had Covid Vaccine In 'Extraordinary' Effort By NHS,WORLD_NEWS,1
Myanmar Security Forces Crack Down On Anti-Coup Protesters,WORLD_NEWS,4
Montreal's Chinatown Restaurants Fight To Survive A Year Into The Pandemic,WORLD_NEWS,1
China Fires Back At U.S. Allegations Of Lack Of COVID-19 Transparency,POLITICS,1
Biden Says 'Substance Of Charge' Against Trump Was 'Not In Dispute',POLITICS,0
Virginia College Forfeits Basketball Game After Suspending Players For Kneeling During Anthem,US_NEWS,4
"For Parkland Seniors, High School Years Bookended By Tragedy",US_NEWS,1
Oxford-AstraZeneca COVID-19 Vaccine To Be Tested On Children For First Time,WORLD_NEWS,1
"Strong Earthquake Hits Off Japan Coast, Triggers Mass Blackouts",WORLD_NEWS,4
Tennessee Man Leaves Absolute Fortune To His Pet Dog,US_NEWS,2
U.S. Capitol Riot ‘Doobie Smoker’ Ordered To Remain Jailed,US_NEWS,4
Fire Destroys Large Section Of Paul Newman's Camp For Sick Children,US_NEWS,4
"Britney Spears’ Dad Must Share Power Over Her Conservatorship, Judge Reaffirms",US_NEWS,3
Some Asylum-Seekers Waiting In Mexico To Be Allowed In U.S.,US_NEWS,4
6 Killed In 130-Vehicle Pileup On Icy Texas Interstate,US_NEWS,4
Meghan Markle Denounces 'Dehumanizing' Tabloid Tactics After Court Victory,WORLD_NEWS,3
Government Investigates Massive Counterfeit N95 Mask Scam,US_NEWS,4
"U.S. Jobless Claims Fall Slightly To 793,000 With Layoffs High",US_NEWS,2
Tokyo Olympic Committee President Mori To Resign Over Sexist Remarks: Reports,WORLD_NEWS,4
Esmé Bianco Names Marilyn Manson As Her Abuser,US_NEWS,3
3 Cuban Nationals Rescued After Nearly 5 Weeks On Deserted Island,US_NEWS,2
"Prince Charles And Camilla, Duchess Of Cornwall, Get COVID-19 Vaccine",WORLD_NEWS,1
Teachers Union Approves Deal With Chicago Schools To Return To Class,US_NEWS,1
"Protests Rock Myanmar For Fifth Day, West Condemns Use Of Force Against Protesters",WORLD_NEWS,4
Aunt Jemima Unveils New Name After Years Of Controversy,US_NEWS,2
Arab Spacecraft Enters Orbit Around Mars In Historic Flight,SCIENCE,4
WHO Dismisses Theory That Virus Escaped From Lab As 'Extremely Unlikely',WORLD_NEWS,1
Michigan Man Killed When Cannon Explodes At Baby Shower,US_NEWS,4
Olympic Volunteers Quit Over Committee President Mori's Sexist Comments,WORLD_NEWS,3
"North Korea Is Using Cyberattacks To Finance Updates To Nuclear Program, UN Experts Say",WORLD_NEWS,1
Facebook Says It Will Start Deleting Posts With False COVID-19 Claims,US_NEWS,1
U.S. Sees Deadliest Week For Avalanches Since 1910 With 14 People Killed,US_NEWS,4
New Variants Raise Worry About COVID-19 Virus Reinfections,WORLD_NEWS,1
Israeli Prime Minister Benjamin Netanyahu Pleads Not Guilty As Corruption Trial Resumes,WORLD_NEWS,4
"Flood From Glacier Break In India's North Leaves 9 Dead, 140 Missing",WORLD_NEWS,4
Patriots Fly Vaccinated Health Care Workers To The Super Bowl,US_NEWS,1
Second Major Snowstorm In A Week Hits Northeast,US_NEWS,2
International Criminal Court Ruling Brings Hope for Palestinians,WORLD_NEWS,4
Wuhan Residents Remember Coronavirus 'Whistleblower' Doctor A Year After His Death,WORLD_NEWS,1
Tens Of Thousands Take To The Streets To Protest Myanmar Coup,WORLD_NEWS,4
Amateur Sleuths Reunite Navy Meteorologist With Wallet Lost In Antarctica In The ‘60s,US_NEWS,4
The Undead Myth of Sex Trafficking At The Super Bowl,US_NEWS,4
Thousands Of Farmers In India Blockade Highways Protesting New Agricultural Laws,WORLD_NEWS,4
Members Of Congress Recount Capitol Attack,POLITICS,0
Volunteer Army Helps Florida Elders Book Coveted COVID-19 Shots,US_NEWS,1
Biden Set To Accept More Refugees After Years Of Trump Restrictions,US_NEWS,0
Wisconsin Mom Finally Meets Baby Girl Delivered During COVID-19 Coma,US_NEWS,3
Tokyo Olympics Chief Refuses To Resign Over Misogynistic Comments,WORLD_NEWS,3
Investors Who Made Money Trading GameStop Have A Big Tax Bill In Store,BUSINESS_FINANCE,2
McKinsey To Pay $573 Million For Role In Opioid Crisis: Reports,US_NEWS,4
U.S. Extends Sole Remaining Nuclear Arms Treaty With Russia,WORLD_NEWS,4
Former Ohio Cop Charged With Murder In Fatal Shooting Of Andre Hill,US_NEWS,4
Pentagon Chief Lloyd Austin Purges Defense Advisory Boards; Trump Loyalists Out,POLITICS,0
2 Chiefs Players Isolated On COVID-19 List After Barber Tests Positive,ENTERTAINMENT_MEDIA,3
"Biden, Yellen Say GOP COVID-19 Aid Too Small, Democrats Push On",POLITICS,0
"Justice Dept. Drops Yale Admissions Suit Alleging Anti-Asian, White Discrimination",EDUCATION,0
British Teen Emerging From 10-Month Coma With No Knowledge Of COVID-19 Pandemic,WORLD_NEWS,1
Jeff Bezos Stepped Down As Amazon CEO And The Gags Came Quicker Than A Prime Package,US_NEWS,3
"Captain Tom Moore, WW2 Veteran Who Raised Millions For UK Health Workers, Dies Age 100",WORLD_NEWS,1
Alexei Navalny Condemns 'Thieving Little' Putin In Dramatic Courtroom Speech,WORLD_NEWS,0
Joe Biden Launches Effort To Repair Trump's Immigration Damage,POLITICS,0
How To Talk Openly About Discrimination And Difference With Your Kids,PARENTING_FAMILY,2
Woman Calmly Teaches Aerobics Class As Military Coup Unfolds Behind Her,WORLD_NEWS,4
"For Marjorie Taylor Greene, ‘Politics Trumps Truth,’ Mother Of Parkland Victim Says",POLITICS,0
Watch An Elite NBA Team Winning By 5 With 8 Seconds Left Lose By 3,ENTERTAINMENT_MEDIA,2
US Won’t Arrest Undocumented Immigrants At Virus Vaccination Sites,POLITICS,1
Biden Threatens Sanctions On Myanmar After Military Coup,POLITICS,0
A 'Black Panther'-Inspired Show Is Coming To Disney Because It's Wakanda Forever,ENTERTAINMENT_MEDIA,2
Biden Invites 10 GOP Senators To White House To Discuss Smaller COVID-19 Relief Proposal,POLITICS,0
"GOP Lawmakers Seek Tougher Voting Rules After Record Turnout, Election Losses",POLITICS,0
GOP Senator Calls For 'Strong Response' To Marjorie Taylor Greene Rhetoric,POLITICS,0
10 GOP Senators Float Much Smaller COVID-19 Relief Proposal As Dems Prepare To Go It Alone,POLITICS,0
Deal Or No Deal: COVID-19 Aid Tests Biden 'Work Together' Plea,POLITICS,1
U.S. Pauses Plan To Give COVID-19 Vaccine To Guantanamo Prisoners,POLITICS,1
"Bodycam Captures Police Chief, Officer Defending Slavery, Using Racial Slurs",US_NEWS,4
GameStop Soars Again; Wall Street Bends Under The Pressure,BUSINESS_FINANCE,2
More Minorities Got Interviews For NFL Jobs. But They Didn't Get Hired,SPORTS,4
U.S. 'Anti-Science' Movement Sacrificed 'Tens Of Thousands' Of Lives To COVID: Medical Expert,POLITICS,1
Public Health Expert Names What Trump Admin May Have Gotten 'Most Wrong' About Pandemic,POLITICS,1
Shirley Weber Sworn In As California's First Black Elections Chief,POLITICS,0
CDC Mandates Face Masks On Airplanes And Public Transportation,POLITICS,1
"Biden Gets Positive Marks For First Steps As President, Survey Finds",POLITICS,0
'Jeopardy!' Contestants Somehow Fail To Recognize Photo Of Dave Chappelle,ENTERTAINMENT_MEDIA,3
Washington Post Editorial Rips Republicans 'Crawling Back' To Donald Trump,POLITICS,0
Stephen Colbert Gives GameStop Saga The Hollywood Trailer It Needs,ENTERTAINMENT_MEDIA,3
The New Episode Of ‘WandaVision’ Raises A Morbid Question,ENTERTAINMENT_MEDIA,3
"Johnson & Johnson 1-Dose Shot Prevents COVID-19, But Less Than Some Others",SCIENCE,1
Sacramento Officials Under Fire After Homeless People Died During Storms,POLITICS,4
40 Funny Tweets That Sum Up Fitness For Parents,PARENTING_FAMILY,3
"Man Arrested Near Capitol With Gun Had 'Stop The Steal' Paperwork, List Of Politicians",POLITICS,4
Nancy Pelosi: Lawmakers Need Protection From Each Other Because 'The Enemy Is Within',POLITICS,0
Biden Moves Quickly To Repair White House Relationship With Federal Workforce,POLITICS,0
Terror Bulletin Warns Of More Politically Motivated Violence After Biden Inauguration,POLITICS,0
James Corden Has An Urgent Announcement About Trump's Diet Coke Button,ENTERTAINMENT_MEDIA,0
Stephen Colbert Jabs At 'A Few Loose Ends' From Trump Administration,ENTERTAINMENT_MEDIA,0
"Terrorism Didn’t Motivate Fatal Portland, Oregon Car Attack: Police",CRIME,4
Oregon GOP Embraces Capitol Riot 'False Flag' Conspiracy Theory,POLITICS,0
